open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1669852800000,1294.09,1295.32,1292.66,1292.67,19411.725,1669853099999,25118264.59175,11567,9185.597,11886618.27980,0
1669853100000,1292.67,1294.33,1287.54,1292.58,41445.044,1669853399999,53504341.13675,21285,19703.852,25441815.03208,0
1669853400000,1292.59,1294.29,1291.20,1293.36,16186.557,1669853699999,20922471.01138,10393,8880.392,11478776.65580,0
1669853700000,1293.36,1295.38,1290.32,1290.72,24483.512,1669853999999,31658304.05362,14360,9925.780,12838751.37980,0
1669854000000,1290.71,1294.61,1289.05,1292.05,24041.471,1669854299999,31062453.52036,13695,12285.855,15877476.26419,0
1669854300000,1292.06,1292.68,1290.03,1291.02,12327.406,1669854599999,15917025.19073,9864,5592.369,7221492.32107,0
1669854600000,1291.02,1292.17,1288.09,1289.01,16780.296,1669854899999,21647565.09573,11955,7701.255,9936596.44833,0
1669854900000,1289.00,1289.99,1287.07,1288.40,17103.675,1669855199999,22042710.83660,11717,8172.506,10533602.45089,0
1669855200000,1288.47,1289.38,1287.25,1288.16,18389.086,1669855499999,23693256.05525,10340,8830.067,11377897.20422,0
1669855500000,1288.17,1290.86,1287.80,1289.09,15290.882,1669855799999,19716982.12100,9866,9287.824,11976120.01617,0
1669855800000,1289.10,1289.12,1285.54,1287.75,26459.506,1669856099999,34057941.95723,14580,10370.853,13350320.62452,0
1669856100000,1287.76,1289.76,1287.75,1289.56,12557.652,1669856399999,16186116.21939,8017,7741.410,9978419.83925,0
1669856400000,1289.56,1289.64,1286.81,1288.04,15198.476,1669856699999,19572847.04765,8045,6982.521,8991464.16090,0
1669856700000,1288.04,1289.97,1286.73,1287.21,21678.761,1669856999999,27930228.08892,10850,12554.392,16175838.39770,0
1669857000000,1287.21,1287.49,1285.44,1287.26,11481.185,1669857299999,14770731.22246,8654,4700.850,6048197.42323,0
1669857300000,1287.26,1289.78,1286.31,1288.01,18554.881,1669857599999,23901225.29897,8155,13217.650,17026401.09613,0
1669857600000,1288.00,1288.67,1286.57,1286.71,9726.383,1669857899999,12525663.39927,6608,4428.180,5703378.67458,0
1669857900000,1286.71,1287.04,1282.00,1285.20,43025.717,1669858199999,55264935.77316,19556,16610.107,21335040.03956,0
1669858200000,1285.19,1286.81,1284.65,1286.05,13830.783,1669858499999,17779999.30253,8960,8182.366,10519237.77095,0
1669858500000,1286.05,1287.22,1284.80,1286.12,9948.940,1669858799999,12795735.14063,7444,4995.791,6426005.66008,0
1669858800000,1286.11,1286.44,1285.33,1285.95,5942.998,1669859099999,7642268.73737,4953,3242.806,4170073.07161,0
1669859100000,1285.96,1286.63,1285.04,1286.08,6287.059,1669859399999,8084260.77714,5853,3526.104,4534478.59493,0
1669859400000,1286.08,1286.96,1285.32,1285.98,7863.883,1669859699999,10113836.06753,6542,4231.963,5443130.38375,0
1669859700000,1285.99,1285.99,1284.47,1285.30,6717.402,1669859999999,8632752.01952,5815,2612.962,3357797.71507,0
1669860000000,1285.31,1286.08,1284.55,1285.90,7576.235,1669860299999,9738659.72909,6209,4604.510,5919356.59498,0
1669860300000,1285.91,1287.97,1285.21,1287.81,11096.260,1669860599999,14276375.58833,6951,7784.363,10015491.03464,0
1669860600000,1287.80,1288.42,1286.69,1288.16,11270.167,1669860899999,14511192.10833,7928,6554.415,8439478.98555,0
1669860900000,1288.16,1288.80,1286.95,1287.85,10769.049,1669861199999,13868230.56940,7505,5054.178,6509008.73055,0
1669861200000,1287.85,1287.85,1284.83,1285.33,9913.231,1669861499999,12748081.42215,7794,3847.422,4947598.91654,0
1669861500000,1285.34,1285.87,1284.59,1285.36,7816.164,1669861799999,10045380.59610,6427,3479.426,4471756.51120,0
1669861800000,1285.36,1286.08,1280.46,1283.46,29944.897,1669862099999,38418758.16134,14255,12495.290,16033485.52891,0
1669862100000,1283.47,1284.78,1283.00,1283.05,10298.189,1669862399999,13220545.90812,6821,4440.212,5700642.09713,0
1669862400000,1283.04,1284.73,1283.04,1284.20,6265.655,1669862699999,8043754.01513,5684,3371.631,4328384.40929,0
1669862700000,1284.19,1286.80,1283.76,1286.00,16501.076,1669862999999,21207614.93010,8509,11933.272,15336702.57105,0
1669863000000,1286.01,1287.52,1285.60,1286.45,8342.561,1669863299999,10730460.75677,6701,4993.592,6423329.43133,0
1669863300000,1286.45,1287.24,1285.84,1286.26,6848.078,1669863599999,8809308.56227,5642,3436.851,4421252.77256,0
1669863600000,1286.26,1287.50,1285.98,1286.57,7180.303,1669863899999,9239233.61249,6363,3845.693,4948505.14116,0
1669863900000,1286.58,1289.80,1286.57,1289.34,33607.158,1669864199999,43305875.76660,13106,16413.486,21150877.55324,0
1669864200000,1289.34,1289.46,1288.23,1288.68,12967.918,1669864499999,16714622.23936,7582,6889.163,8879715.56170,0
1669864500000,1288.69,1290.68,1287.75,1289.96,20740.003,1669864799999,26738634.45185,10246,12646.235,16305310.06233,0
1669864800000,1289.95,1290.33,1288.36,1288.75,13621.893,1669865099999,17566504.21823,7181,4762.283,6141567.39723,0
1669865100000,1288.76,1288.76,1286.87,1287.98,9773.245,1669865399999,12583292.91556,6895,3244.560,4177321.21962,0
1669865400000,1287.98,1288.40,1287.12,1288.09,8524.272,1669865699999,10976981.91034,5842,4649.260,5986915.18845,0
1669865700000,1288.08,1288.28,1286.66,1287.20,8580.976,1669865999999,11047549.09738,5812,4344.518,5593266.25752,0
1669866000000,1287.20,1287.29,1286.31,1287.08,6288.288,1669866299999,8092525.14704,5225,3361.715,4326313.89648,0
1669866300000,1287.09,1287.62,1286.03,1286.29,6757.202,1669866599999,8695296.75192,5390,2784.350,3583186.44712,0
1669866600000,1286.30,1288.26,1286.12,1287.74,6389.016,1669866899999,8225672.62804,5230,4228.733,5444373.06835,0
1669866900000,1287.75,1288.51,1287.00,1287.55,6511.036,1669867199999,8385000.61560,4734,3190.295,4108783.45929,0
1669867200000,1287.55,1287.85,1284.00,1286.93,19953.209,1669867499999,25661604.87733,9023,7751.998,9970308.30564,0
1669867500000,1286.93,1288.98,1286.74,1288.64,13345.878,1669867799999,17191845.70263,7381,8872.220,11428757.98944,0
1669867800000,1288.64,1288.90,1287.74,1288.73,5517.820,1669868099999,7108843.43978,5060,2642.006,3403814.29096,0
1669868100000,1288.72,1288.86,1286.50,1286.71,9399.532,1669868399999,12103240.89814,6523,3157.181,4065878.42487,0
