open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1727740800000,2601.49,2607.69,2598.48,2602.19,14536.203,1727741099999,37827137.43877,21955,7150.340,18609451.07429,0
1727741100000,2602.19,2607.42,2601.24,2606.40,8290.389,1727741399999,21598925.76593,15883,5081.856,13239507.00962,0
1727741400000,2606.45,2608.96,2602.17,2605.77,11495.350,1727741699999,29946673.59292,19234,6682.335,17409099.09987,0
1727741700000,2605.78,2605.78,2597.87,2599.28,11713.645,1727741999999,30462262.82847,18010,4514.305,11739032.98299,0
1727742000000,2599.28,2601.64,2590.57,2600.84,11561.908,1727742299999,30004636.30864,20623,6528.942,16944726.96853,0
1727742300000,2600.84,2612.96,2599.83,2611.27,19674.299,1727742599999,51320191.00140,29399,11659.022,30409493.82642,0
1727742600000,2611.27,2616.41,2606.41,2607.49,15892.956,1727742899999,41503883.49688,26466,7855.132,20523524.04256,0
1727742900000,2607.49,2613.91,2607.49,2610.03,7317.791,1727743199999,19109641.04580,19176,4714.706,12312506.29854,0
1727743200000,2610.04,2613.78,2610.04,2611.27,3560.149,1727743499999,9297918.76675,10233,1378.060,3599338.20669,0
1727743500000,2611.26,2615.35,2610.82,2613.29,4637.589,1727743799999,12119751.53363,10849,2839.298,7420012.12517,0
1727743800000,2613.30,2623.50,2612.31,2618.32,24734.524,1727744099999,64794810.28866,27741,13167.678,34495368.91211,0
1727744100000,2618.40,2622.25,2617.64,2618.05,5692.024,1727744399999,14911873.94904,11130,2975.796,7795957.10452,0
1727744400000,2618.04,2625.67,2615.31,2624.84,10785.217,1727744699999,28263162.61980,17448,5942.842,15578345.64983,0
1727744700000,2624.84,2628.73,2622.00,2623.63,15826.801,1727744999999,41557785.87539,21691,6898.294,18115617.65503,0
1727745000000,2623.62,2626.72,2621.72,2624.00,8645.900,1727745299999,22691962.78347,15127,3296.234,8651033.78348,0
1727745300000,2623.99,2627.08,2622.72,2623.32,4726.593,1727745599999,12407550.30587,11240,2443.462,6415095.91360,0
1727745600000,2623.32,2625.74,2621.25,2623.25,5044.122,1727745899999,13232290.68349,11434,1970.562,5169880.93010,0
1727745900000,2623.24,2626.80,2620.44,2626.00,6209.347,1727746199999,16289165.21689,11892,3127.959,8206156.24649,0
1727746200000,2626.00,2627.76,2623.85,2625.87,4634.145,1727746499999,12169567.11515,11264,1834.738,4818524.47807,0
1727746500000,2625.86,2626.51,2622.38,2623.38,3247.425,1727746799999,8521315.00251,8552,906.099,2377811.15042,0
1727746800000,2623.38,2625.24,2622.71,2624.92,4750.789,1727747099999,12466430.78683,7581,3331.961,8743409.17196,0
1727747100000,2624.93,2626.06,2622.04,2623.41,4143.513,1727747399999,10873456.95633,8085,2190.567,5748447.81554,0
1727747400000,2623.40,2623.85,2618.88,2619.88,6490.061,1727747699999,17008438.32740,9198,2192.312,5744461.67766,0
1727747700000,2619.89,2621.40,2619.00,2620.81,3063.552,1727747999999,8027486.81508,5388,1321.964,3464025.23659,0
1727748000000,2620.81,2620.98,2613.49,2614.13,5118.141,1727748299999,13396811.00658,10080,1590.328,4162930.40281,0
1727748300000,2614.13,2615.85,2610.71,2614.22,7846.640,1727748599999,20504309.10460,11198,2835.484,7411166.31415,0
1727748600000,2614.22,2615.34,2606.56,2609.97,9193.910,1727748899999,23993124.61402,11366,3105.142,8105027.82476,0
1727748900000,2609.97,2613.28,2606.63,2611.06,9733.207,1727749199999,25401619.78523,11689,3907.906,10202816.07260,0
1727749200000,2611.06,2616.00,2610.50,2615.89,3932.486,1727749499999,10278223.64757,7875,2513.862,6570566.64505,0
1727749500000,2615.89,2617.80,2614.83,2614.83,3892.031,1727749799999,10183477.37670,8040,2291.286,5995277.15097,0
1727749800000,2614.83,2619.35,2614.17,2617.14,2949.034,1727750099999,7717870.75396,7278,1967.278,5148770.57029,0
1727750100000,2617.14,2617.28,2614.22,2614.65,2064.833,1727750399999,5401148.87301,5673,850.874,2225816.16637,0
1727750400000,2614.66,2616.79,2614.65,2614.90,1824.994,1727750699999,4774237.50312,4831,855.939,2239194.03034,0
1727750700000,2614.90,2615.06,2612.00,2613.37,3540.233,1727750999999,9250312.59322,6057,1135.809,2967740.31831,0
1727751000000,2613.37,2617.55,2612.16,2616.97,1587.532,1727751299999,4150902.57877,4888,887.293,2320349.64500,0
1727751300000,2616.97,2619.50,2616.67,2619.11,3955.628,1727751599999,10356199.68044,6777,2766.339,7242649.39774,0
1727751600000,2619.12,2619.63,2616.60,2618.83,3456.680,1727751899999,9051151.26275,7082,1819.277,4763763.33392,0
