open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1648771200000,3281.43,3288.36,3271.90,3285.90,13463.944,1648771499999,44180082.13523,11910,7471.159,24520683.25900,0
1648771500000,3285.90,3291.57,3282.43,3291.54,6131.158,1648771799999,20157062.17914,7615,3659.956,12033835.85602,0
1648771800000,3291.55,3294.88,3284.24,3292.42,6084.829,1648772099999,20024956.93418,7358,3187.184,10489868.70006,0
1648772100000,3292.38,3297.97,3284.91,3289.12,6261.990,1648772399999,20609194.25714,6813,3299.316,10863686.58433,0
1648772400000,3289.12,3294.87,3286.44,3294.87,2761.507,1648772699999,9089039.03210,3816,1856.418,6110233.38388,0
1648772700000,3294.86,3296.12,3290.08,3294.24,2421.269,1648772999999,7975528.90306,4527,1066.929,3514712.20793,0
1648773000000,3294.25,3296.00,3278.86,3283.17,7898.114,1648773299999,25942404.12470,8667,3722.561,12224535.42901,0
1648773300000,3283.16,3297.51,3282.36,3296.85,5755.400,1648773599999,18947759.04314,6714,3533.143,11632259.63979,0
1648773600000,3296.86,3304.48,3296.01,3303.70,5453.682,1648773899999,17999490.29766,6764,3758.539,12405172.10821,0
1648773900000,3303.70,3307.59,3301.57,3304.86,4763.627,1648774199999,15742062.12727,6639,2318.673,7662344.94056,0
1648774200000,3304.86,3305.83,3299.47,3299.84,2173.911,1648774499999,7178240.62920,4212,672.477,2220644.52364,0
1648774500000,3299.85,3301.69,3294.87,3299.19,6186.813,1648774799999,20403902.63983,7212,2454.335,8094726.70313,0
1648774800000,3299.19,3299.19,3290.53,3290.80,3513.862,1648775099999,11571849.36003,5255,1691.573,5569956.28940,0
1648775100000,3290.80,3294.80,3286.81,3288.99,4510.033,1648775399999,14841300.89770,6184,2145.556,7061105.88481,0
1648775400000,3288.99,3293.63,3287.70,3291.18,2844.290,1648775699999,9359175.86434,4796,1539.762,5066401.37226,0
1648775700000,3290.97,3299.02,3289.59,3293.61,3644.820,1648775999999,12012709.33073,4725,1963.305,6470493.03390,0
1648776000000,3293.60,3294.67,3285.95,3288.12,4382.331,1648776299999,14418486.42156,5509,1564.173,5146087.14647,0
1648776300000,3288.13,3289.75,3278.23,3280.31,7668.541,1648776599999,25170342.38709,8585,2808.807,9218799.61551,0
1648776600000,3280.31,3287.22,3279.68,3284.18,4540.852,1648776899999,14912136.22859,6036,2595.988,8524636.36518,0
1648776900000,3284.18,3289.80,3278.43,3283.71,6618.662,1648777199999,21729768.63737,8022,3089.543,10145469.62367,0
1648777200000,3283.72,3287.07,3278.77,3280.79,4738.595,1648777499999,15556594.59132,6552,2158.987,7087793.20245,0
1648777500000,3280.79,3281.20,3272.24,3278.99,4995.384,1648777799999,16366605.52029,6020,1850.763,6064583.70826,0
1648777800000,3279.00,3279.00,3241.00,3252.97,32401.190,1648778099999,105696692.10783,24806,7652.273,24961165.56055,0
1648778100000,3252.98,3264.99,3251.15,3256.11,16177.415,1648778399999,52726923.33585,14882,8366.946,27270892.70166,0
1648778400000,3256.12,3257.25,3242.78,3254.07,22767.989,1648778699999,73987000.86648,20873,8540.128,27760746.25201,0
1648778700000,3254.11,3255.70,3248.15,3254.45,5462.365,1648778999999,17768308.37855,7739,3145.764,10232941.62006,0
1648779000000,3254.43,3260.00,3254.33,3256.00,6523.355,1648779299999,21252389.58441,6831,3653.784,11903216.49503,0
1648779300000,3255.99,3261.69,3236.89,3246.49,13874.983,1648779599999,45062534.19813,12902,5326.269,17303546.83786,0
1648779600000,3246.50,3247.39,3230.50,3234.10,17756.901,1648779899999,57478160.94332,16591,7913.957,25619570.14410,0
1648779900000,3234.10,3239.99,3221.20,3237.51,28939.765,1648780199999,93462121.86994,26494,13536.019,43719079.37869,0
1648780200000,3237.51,3242.16,3228.11,3237.79,11777.142,1648780499999,38107657.51121,14557,6484.968,20984894.26269,0
1648780500000,3237.79,3245.26,3234.41,3239.44,6827.664,1648780799999,22123994.55607,9164,4044.682,13107060.28479,0
1648780800000,3239.43,3246.73,3236.45,3245.29,4635.032,1648781099999,15021138.57104,7485,2900.932,9402853.59752,0
1648781100000,3245.30,3245.57,3226.04,3228.82,7165.163,1648781399999,23169057.29940,9378,2514.669,8132968.13267,0
1648781400000,3228.86,3235.01,3217.04,3223.98,14498.706,1648781699999,46745991.34134,17428,6110.468,19706704.53937,0
1648781700000,3223.98,3227.00,3210.06,3225.42,16770.937,1648781999999,53985830.93345,18776,8290.542,26692741.02121,0
