1635724800000,4288.87,4301.00,4279.67,4292.72,7092.417,1635725099999,30427785.78003,9617,3286.529,14103240.35370,0
1635725100000,4292.61,4307.00,4292.41,4307.00,4218.325,1635725399999,18146534.10574,7240,2620.234,11272807.61529,0
1635725400000,4306.99,4318.28,4301.18,4314.90,6050.516,1635725699999,26089531.45977,9781,3215.193,13866110.74919,0
1635725700000,4314.67,4326.96,4313.08,4325.73,6422.729,1635725999999,27738931.57160,9053,2753.701,11896802.65235,0
1635726000000,4325.72,4327.30,4313.26,4314.85,4344.267,1635726299999,18758260.65468,6329,1237.021,5341581.20938,0
1635726300000,4314.86,4326.69,4314.62,4318.37,3203.317,1635726599999,13845782.74285,5459,1680.406,7263376.12170,0
1635726600000,4318.45,4327.00,4312.83,4313.64,2902.687,1635726899999,12538186.66319,5603,1415.221,6113337.90985,0
1635726900000,4313.63,4319.99,4310.00,4317.06,3927.601,1635727199999,16944173.06722,6990,1471.253,6349378.85245,0
1635727200000,4317.06,4317.06,4303.07,4304.18,3786.626,1635727499999,16315541.75435,5432,1065.836,4592806.91356,0
1635727500000,4304.17,4309.43,4303.98,4307.95,1842.409,1635727799999,7933599.72490,3368,989.694,4261741.82366,0
1635727800000,4308.34,4318.87,4308.27,4317.68,2044.260,1635728099999,8816585.15331,3763,1177.660,5079297.44921,0
1635728100000,4317.68,4321.75,4314.24,4320.68,2553.183,1635728399999,11026511.30652,4061,1311.096,5662409.68526,0
1635728400000,4320.68,4329.65,4315.88,4326.34,5909.141,1635728699999,25559576.20709,7194,3250.381,14060815.76967,0
1635728700000,4326.33,4326.63,4319.01,4321.95,1694.437,1635728999999,7325430.32085,3422,674.256,2914743.01147,0
1635729000000,4321.95,4325.93,4316.27,4322.65,3661.269,1635729299999,15819094.66595,4951,1425.711,6160744.83159,0
1635729300000,4322.65,4323.77,4311.24,4316.08,3494.609,1635729599999,15081591.39931,4536,1135.287,4899340.76246,0
1635729600000,4316.09,4317.00,4312.01,4312.47,1133.553,1635729899999,4890518.58255,2806,496.489,2142034.70350,0
1635729900000,4312.46,4318.02,4311.71,4313.92,856.458,1635730199999,3694772.44393,2448,379.587,1637634.93112,0
1635730200000,4314.00,4315.00,4305.72,4311.01,2904.017,1635730499999,12516261.46029,4964,1095.931,4723857.51567,0
1635730500000,4311.00,4313.00,4305.20,4305.34,1017.922,1635730799999,4386603.63040,2585,527.084,2271796.98507,0
1635730800000,4305.34,4309.78,4299.59,4300.20,3792.510,1635731099999,16317470.96061,5041,1045.315,4497872.67386,0
1635731100000,4300.19,4304.17,4297.00,4301.31,2504.353,1635731399999,10768942.59850,4196,986.138,4241002.26384,0
1635731400000,4301.12,4305.03,4296.66,4299.34,2081.395,1635731699999,8951332.86449,3356,736.781,3169129.32183,0
1635731700000,4299.35,4303.84,4295.69,4296.53,2068.037,1635731999999,8890788.74835,3788,954.553,4103966.47181,0
1635732000000,4296.53,4307.61,4295.00,4307.60,2907.701,1635732299999,12500908.34638,4398,1898.645,8163089.65548,0
1635732300000,4307.61,4309.54,4302.22,4302.23,1706.749,1635732599999,7350697.51789,2992,817.981,3522993.24392,0
1635732600000,4302.23,4307.85,4297.32,4297.32,1468.737,1635732899999,6319894.27022,2913,682.557,2938222.55721,0
1635732900000,4297.31,4303.94,4259.85,4265.58,16215.387,1635733199999,69356421.61493,19574,6372.409,27257308.13750,0
1635733200000,4265.63,4275.26,4215.00,4221.79,38693.028,1635733499999,164143907.89062,41392,16642.136,70634140.26578,0
1635733500000,4221.79,4237.76,4202.00,4219.02,27419.234,1635733799999,115759572.27518,29182,13621.826,57515662.20612,0
1635733800000,4219.02,4234.26,4189.16,4224.99,28852.064,1635734099999,121602665.82594,32229,13072.855,55115763.89500,0
1635734100000,4224.99,4236.82,4218.88,4236.40,7782.439,1635734399999,32891893.33238,10669,4553.383,19244596.93764,0
1635734400000,4236.30,4250.84,4230.29,4231.58,9403.239,1635734699999,39860402.54351,12616,5326.202,22583792.11905,0
1635734700000,4231.59,4243.18,4228.48,4233.28,6686.485,1635734999999,28317861.69935,8092,3144.446,13317625.35544,0
1635735000000,4233.55,4242.73,4231.96,4240.49,2996.296,1635735299999,12702696.38189,4811,1760.039,7462094.25397,0
1635735300000,4240.49,4244.81,4236.18,4238.88,1872.455,1635735599999,7941401.01044,4122,841.873,3570784.29465,0
1635735600000,4238.88,4238.96,4224.00,4233.00,4970.636,1635735899999,21032622.90168,6709,2250.891,9525470.30752,0
1635735900000,4233.02,4243.78,4228.78,4234.21,4838.501,1635736199999,20503467.15569,6567,2623.238,11115448.27766,0
1635736200000,4234.21,4235.52,4218.83,4225.72,9939.882,1635736499999,42003515.22086,8625,3901.674,16493299.75677,0
1635736500000,4225.72,4229.77,4219.35,4227.15,4904.615,1635736799999,20718150.76536,6279,2192.807,9263872.76663,0
1635736800000,4227.15,4229.90,4216.85,4220.96,3378.048,1635737099999,14265811.56038,5022,1297.546,5480380.48079,0
1635737100000,4220.96,4222.00,4214.13,4220.67,3258.518,1635737399999,13743116.53424,5159,1648.182,6951408.63585,0
1635737400000,4220.67,4229.17,4216.52,4219.16,3901.381,1635737699999,16477085.40293,5563,1489.553,6291029.74973,0
1635737700000,4219.17,4232.16,4217.58,4223.47,1862.608,1635737999999,7873238.82916,3750,957.860,4048930.80189,0
1635738000000,4223.28,4229.97,4218.87,4222.44,1921.526,1635738299999,8115216.53015,3572,866.200,3658241.49133,0
1635738300000,4222.54,4224.12,4210.53,4212.22,3340.228,1635738599999,14084050.31772,5588,1478.315,6232814.86584,0
1635738600000,4212.22,4215.00,4194.94,4202.43,10657.531,1635738899999,44799061.18534,14011,4269.923,17952770.43312,0
1635738900000,4202.07,4209.03,4172.59,4192.61,16844.345,1635739199999,70586441.22393,21264,6932.270,29058051.75932,0
1635739200000,4192.62,4192.74,4145.00,4165.72,36619.715,1635739499999,152530446.59287,44763,14396.015,59983111.93884,0
1635739500000,4165.73,4172.61,4156.92,4172.61,9662.356,1635739799999,40254183.40981,13668,5459.442,22745566.35028,0
1635739800000,4172.61,4197.85,4167.38,4195.23,18622.470,1635740099999,77954377.42452,22028,10348.109,43330641.52111,0
1635740100000,4195.22,4203.00,4191.77,4200.68,8651.432,1635740399999,36313377.72199,11365,4039.599,16957112.22797,0
1635740400000,4200.68,4214.00,4199.48,4213.87,6095.712,1635740699999,25642962.58768,9908,3451.021,14519252.64866,0
