open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1769904000000,2450.38,2458.37,2444.26,2452.49,17348.627,1769904299999,42539817.00903,53564,10300.827,25257571.79992,0
1769904300000,2452.49,2464.42,2450.20,2464.41,19115.426,1769904599999,46930656.79524,47329,12651.452,31061294.68849,0
1769904600000,2464.42,2466.23,2455.93,2463.57,26877.841,1769904899999,66176933.98356,61836,14032.060,34550463.00801,0
1769904900000,2463.57,2474.98,2461.67,2473.95,29292.080,1769905199999,72335484.71259,78826,17357.010,42866963.14134,0
1769905200000,2473.96,2474.87,2458.78,2460.40,23639.535,1769905499999,58286480.03075,54569,9130.632,22511679.00729,0
1769905500000,2460.40,2464.66,2453.13,2454.73,16140.132,1769905799999,39697624.89054,43083,6737.838,16573801.03213,0
1769905800000,2454.73,2462.90,2453.96,2456.95,17821.491,1769906099999,43785323.22466,45920,11200.101,27514137.50728,0
1769906100000,2456.95,2458.64,2446.14,2447.84,15164.662,1769906399999,37169577.91142,44229,6619.988,16224378.94774,0
1769906400000,2447.84,2453.40,2447.00,2448.60,8641.466,1769906699999,21171346.18355,26295,4195.728,10279150.68393,0
1769906700000,2448.60,2455.00,2447.47,2454.17,7273.538,1769906999999,17832988.39174,28309,4492.236,11014424.64952,0
1769907000000,2454.18,2457.80,2452.55,2455.61,9230.571,1769907299999,22665671.02570,30534,4470.707,10978376.81357,0
1769907300000,2455.61,2456.93,2448.30,2450.80,6497.968,1769907599999,15937511.50566,23053,3217.692,7892263.11976,0
1769907600000,2450.80,2454.34,2441.54,2443.09,12688.423,1769907899999,31047504.31264,34177,5670.924,13880880.97318,0
1769907900000,2443.10,2443.50,2430.28,2433.10,40793.337,1769908199999,99388575.44312,70018,13582.888,33083630.83382,0
1769908200000,2433.10,2439.99,2431.78,2439.42,16998.180,1769908499999,41418068.32696,33550,9169.676,22343839.40312,0
1769908500000,2439.41,2439.42,2428.14,2430.62,19605.034,1769908799999,47672514.37480,45583,7065.986,17182106.08354,0
1769908800000,2430.63,2439.79,2429.01,2439.22,13018.063,1769909099999,31692055.61681,32792,7580.779,18453269.89494,0
1769909100000,2439.22,2452.76,2436.99,2451.00,17996.645,1769909399999,44004729.51246,30985,11734.102,28690049.18767,0
1769909400000,2451.00,2451.83,2440.95,2444.93,20205.602,1769909699999,49452391.30575,39482,7115.855,17411079.79429,0
1769909700000,2444.93,2445.67,2435.95,2435.95,9417.800,1769909999999,22980365.82064,25722,3314.594,8087918.15471,0
1769910000000,2435.96,2439.51,2433.24,2435.53,11036.222,1769910299999,26883932.82970,27489,4920.875,11987570.34662,0
1769910300000,2435.53,2443.00,2434.10,2442.99,10021.123,1769910599999,24428001.75278,29462,5359.078,13065314.65013,0
1769910600000,2442.99,2444.72,2441.54,2442.76,6893.969,1769910899999,16842896.36574,19009,3791.673,9263705.98448,0
1769910900000,2442.76,2445.95,2441.65,2443.30,9066.046,1769911199999,22155269.60635,17205,5754.824,14064137.47604,0
1769911200000,2443.30,2447.89,2438.48,2439.64,9741.821,1769911499999,23794753.91511,26125,4288.027,10478628.20625,0
1769911500000,2439.65,2448.73,2439.64,2448.73,6024.913,1769911799999,14722722.57880,19697,3420.605,8359509.58648,0
1769911800000,2448.73,2457.20,2448.35,2455.40,13955.094,1769912099999,34227485.29688,37560,8030.779,19696502.38238,0
1769912100000,2455.40,2456.82,2449.70,2452.40,8196.447,1769912399999,20108921.04694,29878,3599.472,8830294.11786,0
1769912400000,2452.40,2453.04,2442.92,2442.98,10361.514,1769912699999,25342475.20452,30115,3663.102,8957950.96418,0
1769912700000,2442.99,2447.78,2442.69,2444.83,4707.393,1769912999999,11509451.28892,15244,2409.686,5891789.13505,0
1769913000000,2444.83,2449.51,2444.42,2449.03,5049.296,1769913299999,12352114.11830,18650,2654.680,6494136.69889,0
1769913300000,2449.04,2454.03,2448.60,2452.03,7204.297,1769913599999,17657638.96070,23666,3434.389,8417283.29593,0
1769913600000,2452.04,2453.49,2448.00,2450.17,7001.675,1769913899999,17163996.08014,18506,3762.849,9224046.57252,0
1769913900000,2450.17,2458.90,2449.93,2455.80,10073.563,1769914199999,24731760.90914,25884,5664.122,13904054.59996,0
1769914200000,2455.80,2457.73,2451.90,2457.72,5882.524,1769914499999,14441014.49281,19806,2818.916,6920772.99425,0
1769914500000,2457.72,2460.69,2450.65,2451.14,7439.400,1769914799999,18266158.63062,21022,3767.993,9254459.08179,0
1769914800000,2451.14,2455.36,2446.61,2446.90,7021.174,1769915099999,17213876.86303,21126,4134.594,10137542.12833,0
1769915100000,2446.90,2449.15,2444.88,2448.65,8416.145,1769915399999,20589101.99852,21417,4622.319,11308448.49638,0
1769915400000,2448.64,2450.72,2446.65,2448.10,5465.517,1769915699999,13381262.59460,20177,2923.128,7156752.68983,0
1769915700000,2448.09,2449.67,2439.10,2439.11,9021.968,1769915999999,22042825.95224,23079,4119.332,10064028.29513,0
1769916000000,2439.11,2443.04,2436.39,2440.08,9412.415,1769916299999,22966206.38195,20679,4935.085,12042267.40628,0
1769916300000,2440.08,2443.86,2438.80,2441.82,7596.145,1769916599999,18543368.38445,15573,4623.318,11285821.20050,0
1769916600000,2441.82,2444.68,2439.12,2441.95,7913.915,1769916899999,19329312.06196,20080,3183.231,7774425.71359,0
1769916900000,2441.95,2442.00,2437.04,2441.05,5769.193,1769917199999,14077816.86865,15177,2555.600,6235882.58347,0
1769917200000,2441.05,2445.36,2438.00,2439.69,7107.462,1769917499999,17354916.55590,17908,3199.696,7813022.91370,0
1769917500000,2439.69,2443.40,2439.41,2443.26,5528.057,1769917799999,13497146.57697,15086,2862.237,6988444.15251,0
1769917800000,2443.27,2444.32,2439.23,2440.73,6781.227,1769918099999,16562652.57028,16607,3152.591,7700410.35813,0
