open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1640995200000,3676.01,3693.93,3676.01,3688.53,4909.076,1640995499999,18094080.61777,6756,2686.604,9900154.40831,0
1640995500000,3688.54,3705.90,3685.00,3695.91,6874.406,1640995799999,25427834.07740,7721,3611.311,13357679.45220,0
1640995800000,3695.90,3698.99,3685.47,3691.50,4005.999,1640996099999,14793257.52777,5111,1297.582,4792486.86534,0
1640996100000,3691.50,3692.26,3684.66,3688.13,2110.876,1640996399999,7784955.32140,3510,1213.702,4476357.86729,0
1640996400000,3688.13,3698.98,3687.65,3698.73,2248.925,1640996699999,8307559.11843,4190,1559.822,5761861.35057,0
1640996700000,3698.73,3698.97,3693.80,3696.81,1216.386,1640996999999,4496043.57002,2576,403.855,1492584.39921,0
1640997000000,3696.81,3701.53,3693.44,3700.02,2356.232,1640997299999,8707661.72267,3120,1262.219,4664733.17586,0
1640997300000,3700.03,3712.09,3699.70,3708.35,4101.667,1640997599999,15201224.98924,6241,2952.061,10941428.43508,0
1640997600000,3708.30,3716.61,3706.79,3712.52,4264.657,1640997899999,15833182.71009,7142,2239.071,8313161.84843,0
1640997900000,3712.51,3730.00,3709.47,3721.35,9548.582,1640998199999,35549209.15151,12003,6453.354,24029249.98268,0
1640998200000,3721.35,3723.53,3718.00,3720.64,2309.083,1640998499999,8591321.11642,5238,1061.735,3950524.66975,0
1640998500000,3720.65,3723.65,3719.41,3721.67,1890.031,1640998799999,7034089.86101,3599,791.938,2947400.28899,0
1640998800000,3721.67,3721.85,3712.65,3713.77,2677.567,1640999099999,9951319.57993,5219,808.041,3003091.38638,0
1640999100000,3713.61,3723.30,3713.12,3720.24,4491.641,1640999399999,16699960.81335,5258,2300.465,8553671.97882,0
1640999400000,3720.22,3727.04,3720.21,3726.16,3171.281,1640999699999,11808921.34732,5122,2201.732,8198769.39090,0
1640999700000,3726.16,3745.00,3725.23,3743.22,7999.971,1640999999999,29894398.78157,13099,4353.356,16268040.77935,0
1641000000000,3743.02,3747.78,3733.18,3737.60,6302.855,1641000299999,23578030.64258,8060,2240.357,8386498.19663,0
1641000300000,3737.61,3739.67,3732.85,3736.88,1797.633,1641000599999,6715530.29142,4034,759.183,2836311.36163,0
1641000600000,3736.88,3739.77,3732.44,3737.81,1955.904,1641000899999,7309026.99260,3903,1066.898,3987463.94800,0
1641000900000,3737.81,3741.30,3733.29,3735.89,2189.355,1641001199999,8182507.24035,3671,866.310,3237715.56134,0
1641001200000,3735.42,3735.42,3730.84,3732.27,1254.167,1641001499999,4681762.60998,3149,280.661,1047669.38071,0
1641001500000,3732.27,3732.99,3725.02,3726.14,2638.235,1641001799999,9835508.90955,4508,1182.896,4409797.17528,0
1641001800000,3726.17,3732.38,3723.39,3724.92,2427.519,1641002099999,9047281.53407,4369,1069.859,3987987.08973,0
1641002100000,3724.92,3726.96,3721.71,3723.71,2312.978,1641002399999,8613008.61581,4042,1039.071,3869423.77166,0
1641002400000,3723.72,3729.00,3723.52,3728.87,1543.314,1641002699999,5751612.97318,3779,900.757,3357127.51452,0
1641002700000,3728.87,3729.00,3723.34,3724.79,1902.423,1641002999999,7090121.29446,3329,573.185,2136062.78063,0
1641003000000,3724.64,3726.54,3721.38,3725.56,1993.014,1641003299999,7422773.43796,3407,1134.228,4224419.40505,0
1641003300000,3725.62,3735.42,3725.62,3734.06,2631.761,1641003599999,9824068.49981,4313,1552.592,5795188.90438,0
1641003600000,3734.42,3734.99,3727.77,3729.01,1381.137,1641003899999,5153680.16632,3276,545.592,2035881.38553,0
1641003900000,3729.02,3731.54,3727.27,3727.76,806.262,1641004199999,3007402.66045,2342,258.928,965817.47935,0
1641004200000,3727.77,3728.64,3723.15,3725.18,1184.164,1641004499999,4412044.15732,2621,354.093,1319555.72387,0
1641004500000,3725.18,3726.15,3721.15,3725.03,1398.974,1641004799999,5208428.59208,2741,685.791,2553146.68490,0
1641004800000,3725.04,3728.00,3724.22,3727.26,909.050,1641005099999,3387551.93958,2246,505.787,1884852.40304,0
1641005100000,3727.27,3731.25,3726.97,3729.60,833.396,1641005399999,3107662.33994,2325,453.285,1690310.11724,0
1641005400000,3729.60,3732.41,3726.02,3730.33,1612.949,1641005699999,6015228.47111,3198,770.050,2871628.84833,0
1641005700000,3730.34,3734.00,3724.99,3727.03,2406.766,1641005999999,8975691.75599,3399,838.361,3126974.05933,0
1641006000000,3727.04,3728.46,3720.91,3723.98,1699.710,1641006299999,6330904.68658,3147,740.419,2757391.52685,0
1641006300000,3723.99,3726.99,3722.94,3725.64,1031.134,1641006599999,3840669.53022,2304,499.221,1859396.33540,0
1641006600000,3725.63,3728.66,3724.76,3727.48,964.626,1641006899999,3594874.63987,2479,533.832,1989490.97719,0
1641006900000,3727.49,3734.62,3725.57,3733.84,1203.806,1641007199999,4493061.08586,2924,699.848,2612028.31119,0
1641007200000,3733.84,3733.84,3725.25,3725.33,1272.426,1641007499999,4745738.89622,2959,351.209,1309732.41872,0
1641007500000,3725.34,3729.42,3725.25,3727.49,673.708,1641007799999,2511033.06543,2048,384.409,1432762.49062,0
1641007800000,3727.51,3730.03,3725.44,3729.52,980.444,1641008099999,3655084.88190,2408,460.666,1717379.37452,0
1641008100000,3729.52,3730.03,3727.11,3728.40,613.601,1641008399999,2288010.96609,2042,324.972,1211796.38983,0
1641008400000,3728.41,3730.76,3728.27,3729.45,630.865,1641008699999,2352834.14049,2273,367.019,1368806.73342,0
1641008700000,3729.45,3729.98,3725.33,3725.33,575.836,1641008999999,2146642.98319,2066,164.822,614519.03237,0
1641009000000,3725.33,3727.52,3722.09,3726.42,1643.347,1641009299999,6120483.49751,2742,566.146,2108757.92387,0
1641009300000,3726.42,3727.30,3720.56,3722.07,1324.048,1641009599999,4929864.75970,2462,369.565,1376301.09978,0
1641009600000,3722.07,3725.72,3721.71,3725.00,712.298,1641009899999,2652591.59795,2473,438.786,1634013.33996,0
1641009900000,3724.99,3726.63,3722.21,3723.35,866.969,1641010199999,3228633.42635,2580,472.454,1759484.70327,0
1641010200000,3723.35,3723.45,3710.51,3711.74,4200.490,1641010499999,15605414.08959,6472,857.900,3187076.38409,0
1641010500000,3711.95,3716.35,3710.46,3713.64,2825.281,1641010799999,10492556.86326,4429,1320.403,4904088.34069,0
1641010800000,3713.64,3718.57,3710.69,3713.38,2140.495,1641011099999,7951090.14537,4079,902.248,3351868.26881,0
1641011100000,3713.39,3718.05,3713.31,3715.63,2305.167,1641011399999,8565958.95942,3726,1623.344,6032531.55264,0
1641011400000,3715.62,3716.27,3711.03,3712.09,1533.140,1641011699999,5692904.21891,3351,626.179,2325433.64348,0
1641011700000,3712.08,3714.38,3707.40,3713.85,3791.245,1641011999999,14066619.03927,4552,1356.878,5035594.19775,0
1641012000000,3713.84,3717.13,3711.83,3714.28,2542.050,1641012299999,9444155.43019,3373,1673.414,6216930.79918,0
1641012300000,3714.28,3720.91,3714.00,3720.91,2719.181,1641012599999,10109242.56776,3394,1655.599,6155292.97261,0
1641012600000,3720.91,3721.75,3715.72,3716.16,2403.178,1641012899999,8938415.41698,3308,737.155,2742478.36579,0
1641012900000,3716.15,3716.16,3706.00,3707.30,1955.971,1641013199999,7256720.93963,3688,556.756,2065471.23253,0
1641013200000,3707.29,3711.22,3705.76,3706.11,2974.379,1641013499999,11028946.68036,3959,1900.607,7047855.51049,0
1641013500000,3706.10,3706.10,3702.33,3704.18,2265.844,1641013799999,8393072.55044,3377,1251.889,4637181.99282,0
1641013800000,3704.18,3714.59,3704.18,3714.56,2750.438,1641014099999,10204454.68108,3585,2071.815,7687107.70930,0
1641014100000,3714.52,3715.33,3711.15,3714.33,1958.525,1641014399999,7271736.13028,2631,1243.911,4618570.00504,0
1641014400000,3714.33,3752.88,3714.33,3752.82,11011.314,1641014699999,41125158.29188,15178,7300.066,27264011.73059,0
1641014700000,3752.77,3758.99,3745.00,3749.77,10970.205,1641014999999,41150629.74148,14566,5786.765,21711560.59692,0
1641015000000,3749.76,3764.03,3749.70,3757.30,7524.007,1641015299999,28288909.76572,12039,3596.878,13524226.74036,0
1641015300000,3757.31,3761.84,3752.00,3753.21,2753.755,1641015599999,10345241.27163,5739,1340.630,5036988.95974,0
1641015600000,3753.20,3754.98,3742.68,3743.56,4339.705,1641015899999,16260037.23401,6191,1707.199,6396377.47822,0
1641015900000,3743.57,3744.50,3735.32,3740.07,4014.344,1641016199999,15008497.79788,5748,1930.811,7218634.38578,0
1641016200000,3739.82,3739.94,3735.00,3737.82,1416.997,1641016499999,5296129.60543,2964,737.796,2757706.98312,0
1641016500000,3737.82,3740.93,3728.00,3735.39,3374.200,1641016799999,12598846.04927,4819,1565.060,5844968.36688,0
1641016800000,3735.39,3737.64,3728.40,3728.68,1886.713,1641017099999,7040297.11517,3711,964.075,3597619.42170,0
1641017100000,3728.69,3737.34,3726.32,3736.60,2765.449,1641017399999,10315903.18421,4439,1102.335,4113952.53955,0
1641017400000,3736.59,3742.43,3734.07,3740.09,2665.651,1641017699999,9964328.20508,4396,1850.256,6916256.50506,0
1641017700000,3740.09,3740.90,3731.36,3731.40,1717.697,1641017999999,6417889.91046,3463,403.450,1507525.81821,0
1641018000000,3731.40,3734.29,3728.72,3728.72,1656.634,1641018299999,6181352.45412,3327,770.610,2875732.77167,0
1641018300000,3728.72,3729.66,3724.79,3726.71,1767.401,1641018599999,6586359.06231,3735,715.491,2666715.19607,0
1641018600000,3726.99,3730.77,3724.68,3728.04,1486.518,1641018899999,5539596.08195,3151,931.732,3472310.58122,0
1641018900000,3728.00,3730.33,3720.92,3724.63,1552.893,1641019199999,5785303.11306,3326,529.857,1974366.58604,0
1641019200000,3724.63,3727.40,3721.61,3722.72,1250.316,1641019499999,4657050.69008,2682,521.692,1943335.61758,0
1641019500000,3722.73,3727.25,3715.00,3716.71,3302.680,1641019799999,12283167.33350,5232,1343.328,4996820.51868,0
1641019800000,3716.71,3717.81,3712.11,3713.85,2799.023,1641020099999,10398363.74884,4136,1513.158,5622127.32926,0
1641020100000,3713.84,3720.26,3706.80,3710.97,4101.431,1641020399999,15228955.18557,5809,1379.314,5125068.35698,0
1641020400000,3710.97,3713.44,3704.56,3712.36,3518.010,1641020699999,13046044.13539,5734,1381.945,5125680.53384,0
1641020700000,3712.35,3712.74,3701.16,3706.92,3022.745,1641020999999,11202485.85514,5542,1050.358,3893644.79468,0
1641021000000,3706.87,3707.99,3703.28,3707.72,1381.929,1641021299999,5120739.65487,3205,643.996,2386441.31465,0
1641021300000,3707.85,3715.73,3707.53,3713.26,2586.964,1641021599999,9602223.11215,4203,1669.850,6198434.49659,0
